Driver,Team,LapNumber,Compound,TyreLife,Stint,Position,TrackStatus,LapTimeSeconds
MAG,Haas F1 Team,54.0,SOFT,14.0,4.0,14.0,1.0,99.651
MAG,Haas F1 Team,55.0,SOFT,15.0,4.0,13.0,1.0,98.446
MAG,Haas F1 Team,56.0,SOFT,16.0,4.0,13.0,1.0,98.779
DEV,AlphaTauri,3.0,SOFT,3.0,1.0,19.0,1.0,100.914
DEV,AlphaTauri,4.0,SOFT,4.0,1.0,19.0,1.0,100.373
DEV,AlphaTauri,5.0,SOFT,5.0,1.0,19.0,1.0,100.63
DEV,AlphaTauri,6.0,SOFT,6.0,1.0,19.0,1.0,101.125
DEV,AlphaTauri,7.0,SOFT,7.0,1.0,19.0,1.0,101.166
DEV,AlphaTauri,8.0,SOFT,8.0,1.0,19.0,1.0,101.23
DEV,AlphaTauri,9.0,SOFT,9.0,1.0,18.0,1.0,101.573
DEV,AlphaTauri,10.0,SOFT,10.0,1.0,18.0,1.0,101.666
DEV,AlphaTauri,11.0,SOFT,11.0,1.0,17.0,1.0,105.46
DEV,AlphaTauri,12.0,HARD,1.0,2.0,19.0,1.0,121.184
DEV,AlphaTauri,13.0,HARD,2.0,2.0,18.0,1.0,98.924
DEV,AlphaTauri,14.0,HARD,3.0,2.0,17.0,1.0,98.829
DEV,AlphaTauri,15.0,HARD,4.0,2.0,17.0,1.0,98.868
DEV,AlphaTauri,16.0,HARD,5.0,2.0,15.0,1.0,99.127
DEV,AlphaTauri,17.0,HARD,6.0,2.0,14.0,1.0,98.996
DEV,AlphaTauri,18.0,HARD,7.0,2.0,14.0,1.0,99.054
DEV,AlphaTauri,19.0,HARD,8.0,2.0,14.0,1.0,99.078
DEV,AlphaTauri,20.0,HARD,9.0,2.0,14.0,1.0,99.182
DEV,AlphaTauri,21.0,HARD,10.0,2.0,14.0,1.0,99.182
DEV,AlphaTauri,22.0,HARD,11.0,2.0,14.0,1.0,99.296
DEV,AlphaTauri,23.0,HARD,12.0,2.0,14.0,1.0,99.542
DEV,AlphaTauri,24.0,HARD,13.0,2.0,14.0,1.0,99.807
DEV,AlphaTauri,25.0,HARD,14.0,2.0,15.0,1.0,100.96
DEV,AlphaTauri,26.0,HARD,15.0,2.0,14.0,1.0,99.97
DEV,AlphaTauri,27.0,HARD,16.0,2.0,12.0,1.0,102.309
DEV,AlphaTauri,28.0,HARD,1.0,3.0,16.0,1.0,120.083
DEV,AlphaTauri,29.0,HARD,2.0,3.0,16.0,1.0,98.121
DEV,AlphaTauri,30.0,HARD,3.0,3.0,15.0,1.0,97.709
DEV,AlphaTauri,31.0,HARD,4.0,3.0,15.0,1.0,97.909
DEV,AlphaTauri,32.0,HARD,5.0,3.0,15.0,1.0,97.902
DEV,AlphaTauri,33.0,HARD,6.0,3.0,14.0,1.0,97.933
DEV,AlphaTauri,34.0,HARD,7.0,3.0,14.0,1.0,98.266
DEV,AlphaTauri,35.0,HARD,8.0,3.0,14.0,1.0,98.123
DEV,AlphaTauri,36.0,HARD,9.0,3.0,14.0,1.0,98.206
DEV,AlphaTauri,37.0,HARD,10.0,3.0,14.0,1.0,98.423
DEV,AlphaTauri,38.0,HARD,11.0,3.0,14.0,1.0,98.379
DEV,AlphaTauri,39.0,HARD,12.0,3.0,14.0,1.0,98.535
DEV,AlphaTauri,42.0,HARD,15.0,3.0,12.0,1.0,99.873
DEV,AlphaTauri,43.0,HARD,16.0,3.0,13.0,1.0,100.177
DEV,AlphaTauri,44.0,HARD,17.0,3.0,14.0,1.0,99.588
DEV,AlphaTauri,45.0,HARD,18.0,3.0,14.0,1.0,98.889
DEV,AlphaTauri,46.0,HARD,19.0,3.0,14.0,1.0,98.871
DEV,AlphaTauri,47.0,HARD,20.0,3.0,14.0,1.0,98.921
DEV,AlphaTauri,48.0,HARD,21.0,3.0,14.0,1.0,100.441
DEV,AlphaTauri,49.0,HARD,22.0,3.0,14.0,1.0,98.985
DEV,AlphaTauri,50.0,HARD,23.0,3.0,14.0,1.0,99.089
DEV,AlphaTauri,51.0,HARD,24.0,3.0,15.0,1.0,100.475
DEV,AlphaTauri,52.0,HARD,25.0,3.0,15.0,1.0,100.33
DEV,AlphaTauri,53.0,HARD,26.0,3.0,15.0,1.0,99.15
DEV,AlphaTauri,54.0,HARD,27.0,3.0,15.0,1.0,98.885
DEV,AlphaTauri,55.0,HARD,28.0,3.0,14.0,1.0,99.239
DEV,AlphaTauri,56.0,HARD,29.0,3.0,14.0,1.0,99.161
TSU,AlphaTauri,3.0,SOFT,3.0,1.0,15.0,1.0,100.243
TSU,AlphaTauri,4.0,SOFT,4.0,1.0,14.0,1.0,99.95
TSU,AlphaTauri,5.0,SOFT,5.0,1.0,14.0,1.0,101.131
TSU,AlphaTauri,6.0,SOFT,6.0,1.0,14.0,1.0,100.886
TSU,AlphaTauri,7.0,SOFT,7.0,1.0,14.0,1.0,100.952
TSU,AlphaTauri,8.0,SOFT,8.0,1.0,14.0,1.0,100.846
TSU,AlphaTauri,9.0,SOFT,9.0,1.0,14.0,1.0,101.01
TSU,AlphaTauri,10.0,SOFT,10.0,1.0,14.0,1.0,103.749
TSU,AlphaTauri,11.0,HARD,1.0,2.0,18.0,1.0,119.843
TSU,AlphaTauri,12.0,HARD,2.0,2.0,16.0,1.0,99.143
TSU,AlphaTauri,13.0,HARD,3.0,2.0,13.0,1.0,99.471
TSU,AlphaTauri,14.0,HARD,4.0,2.0,13.0,1.0,98.742
TSU,AlphaTauri,15.0,HARD,5.0,2.0,12.0,1.0,98.975
TSU,AlphaTauri,16.0,HARD,6.0,2.0,11.0,1.0,99.061
TSU,AlphaTauri,17.0,HARD,7.0,2.0,11.0,1.0,99.021
TSU,AlphaTauri,18.0,HARD,8.0,2.0,11.0,1.0,99.302
TSU,AlphaTauri,19.0,HARD,9.0,2.0,11.0,1.0,99.17
TSU,AlphaTauri,20.0,HARD,10.0,2.0,11.0,1.0,99.282
TSU,AlphaTauri,21.0,HARD,11.0,2.0,11.0,1.0,99.325
TSU,AlphaTauri,22.0,HARD,12.0,2.0,11.0,1.0,99.439
TSU,AlphaTauri,23.0,HARD,13.0,2.0,11.0,1.0,99.632
TSU,AlphaTauri,24.0,HARD,14.0,2.0,11.0,1.0,100.109
TSU,AlphaTauri,25.0,HARD,15.0,2.0,11.0,1.0,99.746
TSU,AlphaTauri,26.0,HARD,16.0,2.0,11.0,1.0,102.227
TSU,AlphaTauri,27.0,HARD,1.0,3.0,16.0,1.0,120.3
TSU,AlphaTauri,28.0,HARD,2.0,3.0,15.0,1.0,97.824
TSU,AlphaTauri,29.0,HARD,3.0,3.0,15.0,1.0,97.779
TSU,AlphaTauri,30.0,HARD,4.0,3.0,14.0,1.0,98.147
TSU,AlphaTauri,31.0,HARD,5.0,3.0,13.0,1.0,97.813
TSU,AlphaTauri,32.0,HARD,6.0,3.0,13.0,1.0,98.017
TSU,AlphaTauri,33.0,HARD,7.0,3.0,12.0,1.0,98.094
TSU,AlphaTauri,34.0,HARD,8.0,3.0,12.0,1.0,98.13
TSU,AlphaTauri,35.0,HARD,9.0,3.0,12.0,1.0,98.163
TSU,AlphaTauri,36.0,HARD,10.0,3.0,12.0,1.0,98.059
TSU,AlphaTauri,37.0,HARD,11.0,3.0,12.0,1.0,98.075
TSU,AlphaTauri,38.0,HARD,12.0,3.0,12.0,1.0,98.084
TSU,AlphaTauri,39.0,HARD,13.0,3.0,12.0,1.0,98.419
TSU,AlphaTauri,42.0,SOFT,5.0,4.0,11.0,1.0,96.637
TSU,AlphaTauri,43.0,SOFT,6.0,4.0,11.0,1.0,97.028
TSU,AlphaTauri,44.0,SOFT,7.0,4.0,11.0,1.0,97.01
TSU,AlphaTauri,45.0,SOFT,8.0,4.0,11.0,1.0,97.021
TSU,AlphaTauri,46.0,SOFT,9.0,4.0,11.0,1.0,97.258
TSU,AlphaTauri,47.0,SOFT,10.0,4.0,11.0,1.0,97.359
TSU,AlphaTauri,48.0,SOFT,11.0,4.0,11.0,1.0,97.238
TSU,AlphaTauri,49.0,SOFT,12.0,4.0,11.0,1.0,97.528
TSU,AlphaTauri,50.0,SOFT,13.0,4.0,11.0,1.0,97.624
TSU,AlphaTauri,51.0,SOFT,14.0,4.0,11.0,1.0,97.706
TSU,AlphaTauri,52.0,SOFT,15.0,4.0,11.0,1.0,97.59
TSU,AlphaTauri,53.0,SOFT,16.0,4.0,11.0,1.0,97.675
TSU,AlphaTauri,54.0,SOFT,17.0,4.0,11.0,1.0,97.72
TSU,AlphaTauri,55.0,SOFT,18.0,4.0,11.0,1.0,97.945
TSU,AlphaTauri,56.0,SOFT,19.0,4.0,11.0,1.0,98.102
TSU,AlphaTauri,57.0,SOFT,20.0,4.0,11.0,1.0,98.246
ALB,Williams,3.0,SOFT,3.0,1.0,12.0,1.0,100.143
ALB,Williams,4.0,SOFT,4.0,1.0,11.0,1.0,99.761
ALB,Williams,5.0,SOFT,5.0,1.0,11.0,1.0,100.606
ALB,Williams,6.0,SOFT,6.0,1.0,11.0,1.0,100.744
ALB,Williams,7.0,SOFT,7.0,1.0,11.0,1.0,100.646
ALB,Williams,8.0,SOFT,8.0,1.0,11.0,1.0,100.918
ALB,Williams,9.0,SOFT,9.0,1.0,11.0,1.0,100.969
ALB,Williams,10.0,SOFT,10.0,1.0,11.0,1.0,101.119
ALB,Williams,11.0,SOFT,11.0,1.0,12.0,1.0,103.948
ALB,Williams,12.0,SOFT,1.0,2.0,15.0,1.0,119.445
ALB,Williams,13.0,SOFT,2.0,2.0,11.0,1.0,98.649
ALB,Williams,14.0,SOFT,3.0,2.0,11.0,1.0,98.472
ALB,Williams,15.0,SOFT,4.0,2.0,10.0,1.0,99.158
ALB,Williams,16.0,SOFT,5.0,2.0,10.0,1.0,99.253
ALB,Williams,17.0,SOFT,6.0,2.0,10.0,1.0,99.094
ALB,Williams,18.0,SOFT,7.0,2.0,10.0,1.0,99.049
ALB,Williams,19.0,SOFT,8.0,2.0,10.0,1.0,99.272
ALB,Williams,20.0,SOFT,9.0,2.0,10.0,1.0,99.299
ALB,Williams,21.0,SOFT,10.0,2.0,10.0,1.0,99.591
ALB,Williams,22.0,SOFT,11.0,2.0,10.0,1.0,99.588
ALB,Williams,23.0,SOFT,12.0,2.0,10.0,1.0,99.802
ALB,Williams,24.0,SOFT,13.0,2.0,10.0,1.0,99.89
ALB,Williams,25.0,SOFT,14.0,2.0,10.0,1.0,99.832
ALB,Williams,26.0,SOFT,15.0,2.0,10.0,1.0,102.61
ALB,Williams,27.0,HARD,1.0,3.0,14.0,1.0,119.87
ALB,Williams,28.0,HARD,2.0,3.0,13.0,1.0,97.503
ALB,Williams,29.0,HARD,3.0,3.0,12.0,1.0,98.127
ALB,Williams,30.0,HARD,4.0,3.0,12.0,1.0,97.931
ALB,Williams,31.0,HARD,5.0,3.0,11.0,1.0,98.104
ALB,Williams,32.0,HARD,6.0,3.0,11.0,1.0,97.919
ALB,Williams,33.0,HARD,7.0,3.0,10.0,1.0,98.104
ALB,Williams,34.0,HARD,8.0,3.0,10.0,1.0,97.961
ALB,Williams,35.0,HARD,9.0,3.0,10.0,1.0,97.984
ALB,Williams,36.0,HARD,10.0,3.0,10.0,1.0,98.176
ALB,Williams,37.0,HARD,11.0,3.0,10.0,1.0,98.038
ALB,Williams,38.0,HARD,12.0,3.0,10.0,1.0,98.33
ALB,Williams,39.0,HARD,13.0,3.0,10.0,1.0,98.346
ALB,Williams,42.0,SOFT,2.0,4.0,10.0,1.0,97.211
ALB,Williams,43.0,SOFT,3.0,4.0,10.0,1.0,97.144
ALB,Williams,44.0,SOFT,4.0,4.0,10.0,1.0,97.327
ALB,Williams,45.0,SOFT,5.0,4.0,10.0,1.0,97.503
ALB,Williams,46.0,SOFT,6.0,4.0,10.0,1.0,97.577
ALB,Williams,47.0,SOFT,7.0,4.0,10.0,1.0,97.545
ALB,Williams,48.0,SOFT,8.0,4.0,10.0,1.0,97.684
ALB,Williams,49.0,SOFT,9.0,4.0,10.0,1.0,97.609
ALB,Williams,50.0,SOFT,10.0,4.0,10.0,1.0,97.695
ALB,Williams,51.0,SOFT,11.0,4.0,10.0,1.0,97.727
ALB,Williams,52.0,SOFT,12.0,4.0,10.0,1.0,97.861
ALB,Williams,53.0,SOFT,13.0,4.0,10.0,1.0,97.778
ALB,Williams,54.0,SOFT,14.0,4.0,10.0,1.0,97.78
ALB,Williams,55.0,SOFT,15.0,4.0,10.0,1.0,97.803
ALB,Williams,56.0,SOFT,16.0,4.0,10.0,1.0,98.159
ALB,Williams,57.0,SOFT,17.0,4.0,10.0,1.0,98.137
ZHO,Alfa Romeo,3.0,SOFT,3.0,1.0,17.0,1.0,100.596
ZHO,Alfa Romeo,4.0,SOFT,4.0,1.0,17.0,1.0,100.853
ZHO,Alfa Romeo,5.0,SOFT,5.0,1.0,17.0,1.0,100.814
ZHO,Alfa Romeo,6.0,SOFT,6.0,1.0,17.0,1.0,101.156
ZHO,Alfa Romeo,7.0,SOFT,7.0,1.0,17.0,1.0,101.197
ZHO,Alfa Romeo,8.0,SOFT,8.0,1.0,17.0,1.0,101.184
ZHO,Alfa Romeo,9.0,SOFT,9.0,1.0,17.0,1.0,101.526
ZHO,Alfa Romeo,10.0,SOFT,10.0,1.0,17.0,1.0,101.743
ZHO,Alfa Romeo,11.0,SOFT,11.0,1.0,14.0,1.0,102.108
ZHO,Alfa Romeo,12.0,SOFT,12.0,1.0,12.0,1.0,103.87
ZHO,Alfa Romeo,13.0,HARD,1.0,2.0,20.0,1.0,122.101
ZHO,Alfa Romeo,14.0,HARD,2.0,2.0,19.0,1.0,99.33
ZHO,Alfa Romeo,15.0,HARD,3.0,2.0,19.0,1.0,99.229
ZHO,Alfa Romeo,16.0,HARD,4.0,2.0,17.0,1.0,98.998
ZHO,Alfa Romeo,17.0,HARD,5.0,2.0,17.0,1.0,99.143
ZHO,Alfa Romeo,18.0,HARD,6.0,2.0,15.0,1.0,98.873
ZHO,Alfa Romeo,19.0,HARD,7.0,2.0,15.0,1.0,98.794
ZHO,Alfa Romeo,20.0,HARD,8.0,2.0,15.0,1.0,98.896
ZHO,Alfa Romeo,21.0,HARD,9.0,2.0,15.0,1.0,98.888
ZHO,Alfa Romeo,22.0,HARD,10.0,2.0,15.0,1.0,99.115
ZHO,Alfa Romeo,23.0,HARD,11.0,2.0,15.0,1.0,99.462
ZHO,Alfa Romeo,24.0,HARD,12.0,2.0,15.0,1.0,99.503
ZHO,Alfa Romeo,25.0,HARD,13.0,2.0,14.0,1.0,99.066
ZHO,Alfa Romeo,26.0,HARD,14.0,2.0,13.0,1.0,99.427
ZHO,Alfa Romeo,27.0,HARD,15.0,2.0,11.0,1.0,99.235
ZHO,Alfa Romeo,28.0,HARD,16.0,2.0,11.0,1.0,99.412
ZHO,Alfa Romeo,29.0,HARD,17.0,2.0,11.0,1.0,99.361
ZHO,Alfa Romeo,30.0,HARD,18.0,2.0,9.0,1.0,99.382
ZHO,Alfa Romeo,31.0,HARD,19.0,2.0,9.0,1.0,99.67
ZHO,Alfa Romeo,32.0,HARD,20.0,2.0,10.0,1.0,102.096
ZHO,Alfa Romeo,33.0,SOFT,4.0,3.0,15.0,1.0,119.659
ZHO,Alfa Romeo,34.0,SOFT,5.0,3.0,15.0,1.0,97.037
ZHO,Alfa Romeo,35.0,SOFT,6.0,3.0,15.0,1.0,97.55
ZHO,Alfa Romeo,36.0,SOFT,7.0,3.0,15.0,1.0,97.957
ZHO,Alfa Romeo,37.0,SOFT,8.0,3.0,15.0,1.0,98.003
ZHO,Alfa Romeo,38.0,SOFT,9.0,3.0,15.0,1.0,98.422
ZHO,Alfa Romeo,39.0,SOFT,10.0,3.0,15.0,1.0,98.368
ZHO,Alfa Romeo,42.0,SOFT,13.0,3.0,13.0,1.0,99.904
ZHO,Alfa Romeo,43.0,SOFT,14.0,3.0,12.0,1.0,98.311
ZHO,Alfa Romeo,44.0,SOFT,15.0,3.0,12.0,1.0,97.974
ZHO,Alfa Romeo,45.0,SOFT,16.0,3.0,12.0,1.0,97.95
ZHO,Alfa Romeo,46.0,SOFT,17.0,3.0,12.0,1.0,98.336
ZHO,Alfa Romeo,47.0,SOFT,18.0,3.0,13.0,1.0,99.553
ZHO,Alfa Romeo,48.0,SOFT,19.0,3.0,13.0,1.0,98.596
ZHO,Alfa Romeo,49.0,SOFT,20.0,3.0,13.0,1.0,98.628
ZHO,Alfa Romeo,50.0,SOFT,21.0,3.0,13.0,1.0,99.893
ZHO,Alfa Romeo,51.0,SOFT,22.0,3.0,13.0,1.0,98.719
ZHO,Alfa Romeo,52.0,SOFT,23.0,3.0,13.0,1.0,98.713
ZHO,Alfa Romeo,53.0,SOFT,24.0,3.0,13.0,1.0,98.634
ZHO,Alfa Romeo,54.0,SOFT,25.0,3.0,13.0,1.0,101.967
ZHO,Alfa Romeo,55.0,SOFT,4.0,4.0,16.0,1.0,127.673
ZHO,Alfa Romeo,56.0,SOFT,5.0,4.0,16.0,1.0,93.996
HUL,Haas F1 Team,3.0,SOFT,6.0,1.0,14.0,1.0,100.484
HUL,Haas F1 Team,4.0,SOFT,7.0,1.0,15.0,1.0,101.004
HUL,Haas F1 Team,5.0,SOFT,8.0,1.0,15.0,1.0,101.002
HUL,Haas F1 Team,6.0,SOFT,9.0,1.0,15.0,1.0,101.002
HUL,Haas F1 Team,7.0,SOFT,10.0,1.0,15.0,1.0,101.148
HUL,Haas F1 Team,8.0,SOFT,11.0,1.0,15.0,1.0,101.249
HUL,Haas F1 Team,9.0,SOFT,12.0,1.0,15.0,1.0,101.615
HUL,Haas F1 Team,10.0,SOFT,13.0,1.0,15.0,1.0,102.252
HUL,Haas F1 Team,11.0,SOFT,14.0,1.0,16.0,1.0,106.79
HUL,Haas F1 Team,12.0,HARD,1.0,2.0,20.0,1.0,122.579
HUL,Haas F1 Team,13.0,HARD,2.0,2.0,19.0,1.0,99.406
HUL,Haas F1 Team,14.0,HARD,3.0,2.0,18.0,1.0,98.847
HUL,Haas F1 Team,15.0,HARD,4.0,2.0,18.0,1.0,98.972
HUL,Haas F1 Team,16.0,HARD,5.0,2.0,16.0,1.0,99.136
HUL,Haas F1 Team,17.0,HARD,6.0,2.0,16.0,1.0,99.396
HUL,Haas F1 Team,18.0,HARD,7.0,2.0,16.0,1.0,100.323
HUL,Haas F1 Team,19.0,HARD,8.0,2.0,16.0,1.0,99.633
HUL,Haas F1 Team,20.0,HARD,9.0,2.0,16.0,1.0,99.495
HUL,Haas F1 Team,21.0,HARD,10.0,2.0,16.0,1.0,99.703
HUL,Haas F1 Team,22.0,HARD,11.0,2.0,16.0,1.0,99.934
HUL,Haas F1 Team,23.0,HARD,12.0,2.0,16.0,1.0,99.866
HUL,Haas F1 Team,24.0,HARD,13.0,2.0,16.0,1.0,99.855
HUL,Haas F1 Team,25.0,HARD,14.0,2.0,16.0,1.0,100.295
HUL,Haas F1 Team,26.0,HARD,15.0,2.0,16.0,1.0,102.931
HUL,Haas F1 Team,27.0,HARD,1.0,3.0,19.0,1.0,132.037
HUL,Haas F1 Team,28.0,HARD,2.0,3.0,18.0,1.0,96.981
HUL,Haas F1 Team,29.0,HARD,3.0,3.0,18.0,1.0,97.398
HUL,Haas F1 Team,30.0,HARD,4.0,3.0,18.0,1.0,97.617
HUL,Haas F1 Team,31.0,HARD,5.0,3.0,18.0,1.0,97.891
HUL,Haas F1 Team,32.0,HARD,6.0,3.0,17.0,1.0,97.806
HUL,Haas F1 Team,33.0,HARD,7.0,3.0,17.0,1.0,97.761
HUL,Haas F1 Team,34.0,HARD,8.0,3.0,17.0,1.0,97.895
HUL,Haas F1 Team,35.0,HARD,9.0,3.0,17.0,1.0,98.093
HUL,Haas F1 Team,36.0,HARD,10.0,3.0,17.0,1.0,98.245
HUL,Haas F1 Team,37.0,HARD,11.0,3.0,17.0,1.0,98.108
HUL,Haas F1 Team,38.0,HARD,12.0,3.0,17.0,1.0,98.191
HUL,Haas F1 Team,39.0,HARD,13.0,3.0,17.0,1.0,98.184
HUL,Haas F1 Team,42.0,SOFT,5.0,4.0,16.0,1.0,96.616
HUL,Haas F1 Team,43.0,SOFT,6.0,4.0,16.0,1.0,96.793
HUL,Haas F1 Team,44.0,SOFT,7.0,4.0,16.0,1.0,97.076
HUL,Haas F1 Team,45.0,SOFT,8.0,4.0,16.0,1.0,97.314
HUL,Haas F1 Team,46.0,SOFT,9.0,4.0,16.0,1.0,99.972
HUL,Haas F1 Team,47.0,SOFT,10.0,4.0,16.0,1.0,96.806
HUL,Haas F1 Team,48.0,SOFT,11.0,4.0,16.0,1.0,97.086
HUL,Haas F1 Team,49.0,SOFT,12.0,4.0,16.0,1.0,97.077
HUL,Haas F1 Team,50.0,SOFT,13.0,4.0,16.0,1.0,97.242
HUL,Haas F1 Team,51.0,SOFT,14.0,4.0,16.0,1.0,97.306
HUL,Haas F1 Team,52.0,SOFT,15.0,4.0,16.0,1.0,97.917
HUL,Haas F1 Team,53.0,SOFT,16.0,4.0,16.0,1.0,98.067
HUL,Haas F1 Team,54.0,SOFT,17.0,4.0,16.0,1.0,98.458
HUL,Haas F1 Team,55.0,SOFT,18.0,4.0,15.0,1.0,98.564
HUL,Haas F1 Team,56.0,SOFT,19.0,4.0,15.0,1.0,99.206
OCO,Alpine,3.0,SOFT,6.0,1.0,11.0,1.0,99.948
OCO,Alpine,4.0,SOFT,7.0,1.0,10.0,1.0,99.543
OCO,Alpine,5.0,SOFT,8.0,1.0,10.0,1.0,100.281
OCO,Alpine,6.0,SOFT,9.0,1.0,10.0,1.0,100.331
OCO,Alpine,7.0,SOFT,10.0,1.0,10.0,1.0,100.488
OCO,Alpine,8.0,SOFT,11.0,1.0,10.0,1.0,100.562
OCO,Alpine,9.0,SOFT,12.0,1.0,10.0,1.0,100.866
OCO,Alpine,10.0,SOFT,13.0,1.0,10.0,1.0,100.858
OCO,Alpine,11.0,SOFT,14.0,1.0,10.0,1.0,101.035
OCO,Alpine,12.0,SOFT,15.0,1.0,9.0,1.0,103.787
OCO,Alpine,13.0,HARD,1.0,2.0,12.0,1.0,120.381
OCO,Alpine,14.0,HARD,2.0,2.0,12.0,1.0,98.649
OCO,Alpine,15.0,HARD,3.0,2.0,13.0,1.0,101.863
OCO,Alpine,16.0,HARD,4.0,3.0,19.0,1.0,135.708
OCO,Alpine,17.0,HARD,5.0,3.0,19.0,1.0,98.78
OCO,Alpine,18.0,HARD,6.0,3.0,18.0,1.0,98.886
OCO,Alpine,19.0,HARD,7.0,3.0,18.0,1.0,98.817
OCO,Alpine,20.0,HARD,8.0,3.0,18.0,1.0,98.809
OCO,Alpine,21.0,HARD,9.0,3.0,18.0,1.0,98.976
OCO,Alpine,22.0,HARD,10.0,3.0,18.0,1.0,99.028
OCO,Alpine,23.0,HARD,11.0,3.0,19.0,1.0,100.052
OCO,Alpine,24.0,HARD,12.0,3.0,19.0,1.0,99.382
OCO,Alpine,25.0,HARD,13.0,3.0,19.0,1.0,99.435
OCO,Alpine,26.0,HARD,14.0,3.0,19.0,1.0,99.521
OCO,Alpine,27.0,HARD,15.0,3.0,18.0,1.0,99.594
OCO,Alpine,28.0,HARD,16.0,3.0,17.0,1.0,100.026
OCO,Alpine,29.0,HARD,17.0,3.0,17.0,1.0,101.181
OCO,Alpine,30.0,HARD,18.0,3.0,16.0,1.0,99.757
OCO,Alpine,31.0,HARD,19.0,3.0,16.0,1.0,99.748
OCO,Alpine,32.0,HARD,20.0,3.0,18.0,1.0,104.296
OCO,Alpine,33.0,HARD,1.0,4.0,19.0,1.0,138.694
OCO,Alpine,34.0,HARD,2.0,4.0,19.0,1.0,96.797
OCO,Alpine,35.0,HARD,3.0,4.0,19.0,1.0,96.964
OCO,Alpine,36.0,HARD,4.0,4.0,19.0,1.0,97.364
OCO,Alpine,37.0,HARD,5.0,4.0,19.0,1.0,97.338
OCO,Alpine,38.0,HARD,6.0,4.0,18.0,1.0,97.216
OCO,Alpine,41.0,HARD,9.0,4.0,17.0,1.0,102.684
NOR,McLaren,3.0,SOFT,3.0,1.0,10.0,1.0,99.777
NOR,McLaren,4.0,SOFT,4.0,1.0,12.0,1.0,102.267
NOR,McLaren,5.0,SOFT,5.0,1.0,12.0,1.0,100.664
NOR,McLaren,6.0,SOFT,6.0,1.0,12.0,1.0,100.814
NOR,McLaren,7.0,SOFT,7.0,1.0,12.0,1.0,100.726
NOR,McLaren,8.0,SOFT,8.0,1.0,12.0,1.0,100.857
NOR,McLaren,9.0,SOFT,9.0,1.0,12.0,1.0,100.783
NOR,McLaren,10.0,SOFT,10.0,1.0,13.0,1.0,103.521
NOR,McLaren,11.0,HARD,1.0,2.0,20.0,1.0,129.886
NOR,McLaren,12.0,HARD,2.0,2.0,18.0,1.0,99.314
NOR,McLaren,13.0,HARD,3.0,2.0,17.0,1.0,99.51
NOR,McLaren,14.0,HARD,4.0,2.0,16.0,1.0,99.243
NOR,McLaren,15.0,HARD,5.0,2.0,16.0,1.0,98.87
NOR,McLaren,16.0,HARD,6.0,2.0,14.0,1.0,98.86
NOR,McLaren,17.0,HARD,7.0,2.0,15.0,1.0,101.501
NOR,McLaren,18.0,SOFT,4.0,3.0,19.0,1.0,128.607
NOR,McLaren,19.0,SOFT,5.0,3.0,19.0,1.0,97.966
NOR,McLaren,20.0,SOFT,6.0,3.0,19.0,1.0,98.345
NOR,McLaren,21.0,SOFT,7.0,3.0,19.0,1.0,98.297
NOR,McLaren,22.0,SOFT,8.0,3.0,19.0,1.0,98.908
NOR,McLaren,23.0,SOFT,9.0,3.0,18.0,1.0,98.291
NOR,McLaren,24.0,SOFT,10.0,3.0,18.0,1.0,98.696
NOR,McLaren,25.0,SOFT,11.0,3.0,18.0,1.0,98.447
NOR,McLaren,26.0,SOFT,12.0,3.0,18.0,1.0,98.44
NOR,McLaren,27.0,SOFT,13.0,3.0,17.0,1.0,100.973
NOR,McLaren,28.0,MEDIUM,1.0,4.0,19.0,1.0,127.663
NOR,McLaren,29.0,MEDIUM,2.0,4.0,19.0,1.0,97.26
NOR,McLaren,30.0,MEDIUM,3.0,4.0,19.0,1.0,97.605
NOR,McLaren,31.0,MEDIUM,4.0,4.0,19.0,1.0,97.768
NOR,McLaren,32.0,MEDIUM,5.0,4.0,19.0,1.0,98.111
NOR,McLaren,33.0,MEDIUM,6.0,4.0,18.0,1.0,97.52
NOR,McLaren,34.0,MEDIUM,7.0,4.0,18.0,1.0,97.987
NOR,McLaren,35.0,MEDIUM,8.0,4.0,18.0,1.0,97.87
NOR,McLaren,36.0,MEDIUM,9.0,4.0,18.0,1.0,99.886
NOR,McLaren,37.0,MEDIUM,10.0,4.0,18.0,1.0,100.197
NOR,McLaren,38.0,HARD,1.0,5.0,19.0,1.0,128.682
NOR,McLaren,41.0,HARD,4.0,5.0,18.0,1.0,96.705
NOR,McLaren,42.0,HARD,5.0,5.0,17.0,1.0,96.668
NOR,McLaren,43.0,HARD,6.0,5.0,17.0,1.0,96.687
NOR,McLaren,44.0,HARD,7.0,5.0,17.0,1.0,97.219
NOR,McLaren,45.0,HARD,8.0,5.0,17.0,1.0,97.426
NOR,McLaren,46.0,HARD,9.0,5.0,17.0,1.0,97.656
NOR,McLaren,47.0,HARD,10.0,5.0,17.0,1.0,100.433
NOR,McLaren,48.0,SOFT,5.0,6.0,17.0,1.0,126.905
NOR,McLaren,49.0,SOFT,6.0,6.0,17.0,1.0,99.08
NOR,McLaren,50.0,SOFT,7.0,6.0,17.0,1.0,95.257
NOR,McLaren,51.0,SOFT,8.0,6.0,17.0,1.0,95.822
NOR,McLaren,52.0,SOFT,9.0,6.0,17.0,1.0,96.152
NOR,McLaren,53.0,SOFT,10.0,6.0,17.0,1.0,96.5
