Driver,TyreLife,LapTimeSeconds
ZHO,31.0,92.65575
ZHO,32.0,90.90066666666667
ZHO,33.0,96.74466666666666
ZHO,34.0,98.791
ZHO,35.0,93.548
ZHO,36.0,93.37700000000001
ZHO,37.0,93.6825
ZHO,38.0,87.28
ZHO,39.0,103.773
ZHO,40.0,101.794
